*metacsv_format_file*,,,,,,,,,
dataset_name,attribute_description,,,,,,,,
source_file_name,Name of the dataset.,,,,,,,,
project_name,"Name of the ""raw"" file used to generate this dataset.",,,,,,,,
description,Name of the project associated with this dataset.,,,,,,,,
keywords,Narrative description of the dataset.,,,,,,,,
data_source,species indentifer,,,,,,,,
r_script_source,the life stage of the biological subject,,,,,,,,
file_creation_date,Words that might be used to search for the dataset.,,,,,,,,
last_modified_date,Source of the data. Include enough information to track down the data source. Could be an instrument.,,,,,,,,
version_number,"If the data set was produced by as derived data from R code, provide R script file name, R script author and link to github respository.",,,,,,,,
version_history,Date that a file with this name was first created.,,,,,,,,
editor_name_history,Date that this file was last modified.,,,,,,,,
data_collection_start_date,Current version number for this file,,,,,,,,
data_collection_end_date,Brief narrative of file edit history,,,,,,,,
data_collection_location,Name of each person to edit the dataset with names seperated by comma. The last name on the list should be the last person to edit the file.,,,,,,,,
species,Earliest date of collection for data in the data set.,,,,,,,,
life_stage,Last data of collection for data in the data set.,,,,,,,,
data_entered_by,Collection location(s) for data in the dataset,,,,,,,,
data_contributor,Person(s) who entered the source data from hard copy,,,,,,,,
data_owner,Person(s) who were involved in generating or recording the data,,,,,,,,
institution,Principle Investigator and/or institution.,,,,,,,,
data_point_of_contact,Person(s) to contract with questions about the the data,,,,,,,,
data_POC_email,point of contact email,,,,,,,,
archive_link,Location on google drive or githup where data are archived.,,,,,,,,
how_to_cite,Directions on how to cite the dataset.,,,,,,,,
acknowledgements,Acknowledgements that need to be included in any use of the data.,,,,,,,,
related_datasets,Where they were originally sourced rather than housed,,,,,,,,
***,a related dataset (most commonly water chemistry datasets),,,,,,,,
variable_name,variable_long_name,units,description,data_type,format,missing_value_indicator,instrument,variable_min,variable_max
Date,,,,,,,,,
Species,,,,,,,,,
Tank,,,,,,,,,
temp,,,,,,,,,
salinity,,,,,,,,,
location,,,,,,,,,
sensortype,,,,,,,,,
###,,,,,,,,,
Date,Species,Tank,temp,salinity,location,sensortype,,,
6/21/19,Chum,N/A,11.9,29.78,salmonShed,wallUDA,,,
6/21/19,Chinook,1,12.3,29.77,chumHouse,wallUDA,,,
6/21/19,Chinook,2,12,30.01,chumHouse,wallUDA,,,
6/21/19,Chinook,3,12,30.01,chumHouse,wallUDA,,,
6/21/19,Chinook,4,12,30.01,chumHouse,wallUDA,,,
6/21/19,Chinook,5,12,30,chumHouse,wallUDA,,,
6/21/19,Chinook,6,12,29.98,chumHouse,wallUDA,,,
6/21/19,Coho,28,12,29.91,salmonShed,wallUDA,,,
6/21/19,Coho,29,11.8,29.91,salmonShed,wallUDA,,,
6/21/19,Sable,N/A,11.9,30.01,salmonShed,wallUDA,,,
6/21/19,Pink,N/A,11.9,29.92,salmonShed,wallUDA,,,
6/24/19,Chum,N/A,11.7,29.98,salmonShed,wallUDA,,,
6/24/19,Chinook,1,11.6,30.1,chumHouse,wallUDA,,,
6/24/19,Chinook,2,11.6,30.13,chumHouse,wallUDA,,,
6/24/19,Chinook,3,11.6,30.14,chumHouse,wallUDA,,,
6/24/19,Chinook,4,11.6,30.13,chumHouse,wallUDA,,,
6/24/19,Chinook,5,11.6,30.1,chumHouse,wallUDA,,,
6/24/19,Chinook,6,11.6,30.13,chumHouse,wallUDA,,,
6/24/19,Coho,28,11.5,30.13,salmonShed,wallUDA,,,
6/24/19,Coho,29,11.6,30.04,salmonShed,wallUDA,,,
6/24/19,Sable,N/A,11.5,30.15,salmonShed,wallUDA,,,
6/24/19,Pink,N/A,11.6,30.09,salmonShed,wallUDA,,,
6/26/19,Coho,28,12.3,29.63,salmonShed,wallUDA,,,
6/26/19,Coho,29,11.9,30.06,salmonShed,wallUDA,,,
6/26/19,Chum,N/A,11.8,30.12,salmonShed,wallUDA,,,
6/26/19,Sable,N/A,11.8,30.1,salmonShed,wallUDA,,,
6/26/19,Pink,N/A,11.8,30.06,salmonShed,wallUDA,,,
6/26/19,Chinook,1,12,30.02,chumHouse,wallUDA,,,
6/26/19,Chinook,2,11.9,30.11,chumHouse,wallUDA,,,
6/26/19,Chinook,3,11.9,30.12,chumHouse,wallUDA,,,
6/26/19,Chinook,4,11.9,30.13,chumHouse,wallUDA,,,
6/26/19,Chinook,5,11.9,30.12,chumHouse,wallUDA,,,
6/26/19,Chinook,6,11.9,30.08,chumHouse,wallUDA,,,
6/28/19,Coho,28,12.3,29.93,salmonShed,wallUDA,,,
6/28/19,Coho,29,12.2,29.93,salmonShed,wallUDA,,,
6/28/19,Sable,N/A,12.2,29.99,salmonShed,wallUDA,,,
6/28/19,Pink,N/A,12.2,29.98,salmonShed,wallUDA,,,
6/28/19,Chum,N/A,12.2,29.95,salmonShed,wallUDA,,,
6/28/19,Chinook,1,12.3,29.98,chumHouse,wallUDA,,,
6/28/19,Chinook,2,12.2,30.01,chumHouse,wallUDA,,,
6/28/19,Chinook,3,12.3,30.02,chumHouse,wallUDA,,,
6/28/19,Chinook,4,12.2,30.04,chumHouse,wallUDA,,,
6/28/19,Chinook,5,12.2,30,chumHouse,wallUDA,,,
6/28/19,Chinook,6,12.2,30.04,chumHouse,wallUDA,,,
7/1/19,Coho,28,11.6,29.96,salmonShed,wallUDA,,,
7/1/19,Coho,29,11.5,30.11,salmonShed,wallUDA,,,
7/1/19,Sable,N/A,11.5,30.16,salmonShed,wallUDA,,,
7/1/19,Pink,N/A,11.5,30.15,salmonShed,wallUDA,,,
7/1/19,Chum,N/A,11.5,30.13,salmonShed,wallUDA,,,
7/1/19,Chinook,1,12.2,29.97,chumHouse,wallUDA,,,
7/1/19,Chinook,2,12.1,30.04,chumHouse,wallUDA,,,
7/1/19,Chinook,3,12.2,30.07,chumHouse,wallUDA,,,
7/1/19,Chinook,4,12.1,30.04,chumHouse,wallUDA,,,
7/1/19,Chinook,5,12.2,30.03,chumHouse,wallUDA,,,
7/1/19,Chinook,6,12.2,29.97,chumHouse,wallUDA,,,
7/8/19,Coho,28,12.3,30.09,salmonShed,wallUDA,,,
7/8/19,Coho,29,12.1,30.2,salmonShed,wallUDA,,,
7/8/19,Sable,N/A,12.2,30.27,salmonShed,wallUDA,,,
7/8/19,Pink,N/A,12.1,30.23,salmonShed,wallUDA,,,
7/8/19,Chum,N/A,12.1,30.19,salmonShed,wallUDA,,,
7/8/19,Chinook,1,12.5,29.96,chumHouse,wallUDA,,,
7/8/19,Chinook,2,12.6,30.13,chumHouse,wallUDA,,,
7/8/19,Chinook,3,12.6,30.15,chumHouse,wallUDA,,,
7/8/19,Chinook,4,12.6,30.12,chumHouse,wallUDA,,,
7/8/19,Chinook,5,12.6,30.13,chumHouse,wallUDA,,,
7/8/19,Chinook,6,12.6,30.11,chumHouse,wallUDA,,,
7/10/19,Coho,28,12.4,30.07,salmonShed,wallUDA,,,
7/10/19,Coho,29,12.3,30.16,salmonShed,wallUDA,,,
7/10/19,Sable,N/A,12.3,30.22,salmonShed,wallUDA,,,
7/10/19,Pink,N/A,12.3,30.2,salmonShed,wallUDA,,,
7/10/19,Chum,N/A,12.2,30.21,salmonShed,wallUDA,,,
7/10/19,Chinook,3,12.5,30.13,chumHouse,wallUDA,,,
7/10/19,Chinook,4,12.4,30.18,chumHouse,wallUDA,,,
7/10/19,Chinook,5,12.4,30.19,chumHouse,wallUDA,,,
7/10/19,Chinook,6,12.4,30.18,chumHouse,wallUDA,,,
7/10/19,Chinook,7,12.4,30.18,chumHouse,wallUDA,,,
7/10/19,Chinook,8,12.4,30.16,chumHouse,wallUDA,,,
7/10/19,Pink,N/A,12.2,30.2,salmonShed,wallUDA,,,
7/12/19,Coho,28,12.5,30.16,salmonShed,wallUDA,,,
7/12/19,Coho,29,12.5,30.17,salmonShed,wallUDA,,,
7/12/19,Sable,N/A,12.5,30.22,salmonShed,wallUDA,,,
7/12/19,Pink,N/A,12.4,30.22,salmonShed,wallUDA,,,
7/12/19,Chum,N/A,12.4,30.21,salmonShed,wallUDA,,,
7/12/19,Chinook,3,12.7,30.12,chumHouse,wallUDA,,,
7/12/19,Chinook,4,12.6,30.17,chumHouse,wallUDA,,,
7/12/19,Chinook,5,12.6,30.19,chumHouse,wallUDA,,,
7/12/19,Chinook,6,12.5,30.17,chumHouse,wallUDA,,,
7/12/19,Chinook,7,12.5,30.17,chumHouse,wallUDA,,,
7/12/19,Chinook,8,12.6,30.22,chumHouse,wallUDA,,,
7/15/19,Coho,28,12.4,30.11,salmonShed,wallUDA,,,
7/15/19,Coho,29,12.2,30.24,salmonShed,wallUDA,,,
7/15/19,Sable,N/A,12.2,29.76,salmonShed,wallUDA,,,
7/15/19,Pink,N/A,12.2,30.24,salmonShed,wallUDA,,,
7/15/19,Chum,N/A,12.1,30.26,salmonShed,wallUDA,,,
7/15/19,Chinook,3,12.6,29.61,chumHouse,wallUDA,,,
7/15/19,Chinook,4,12.4,29.73,chumHouse,wallUDA,,,
7/15/19,Chinook,5,12.4,29.75,chumHouse,wallUDA,,,
7/15/19,Chinook,6,12.4,29.73,chumHouse,wallUDA,,,
7/15/19,Chinook,7,12.3,29.75,chumHouse,wallUDA,,,
7/15/19,Chinook,8,12.4,29.75,chumHouse,wallUDA,,,
7/17/19,Coho,28,12,29.82,salmonShed,wallUDA,,,
7/17/19,Coho,29,12,29.79,salmonShed,wallUDA,,,
7/17/19,Sable,N/A,12,29.84,salmonShed,wallUDA,,,
7/17/19,Pink,N/A,11.9,29.84,salmonShed,wallUDA,,,
7/17/19,Chum,N/A,11.9,29.85,salmonShed,wallUDA,,,
7/17/19,Chinook,3,12.2,29.74,chumHouse,wallUDA,,,
7/17/19,Chinook,4,12.1,29.8,chumHouse,wallUDA,,,
7/17/19,Chinook,5,12,29.81,chumHouse,wallUDA,,,
7/17/19,Chinook,6,12,29.82,chumHouse,wallUDA,,,
7/17/19,Chinook,7,12,29.79,chumHouse,wallUDA,,,
7/17/19,Chinook,8,12.1,29.81,chumHouse,wallUDA,,,
7/18/19,Coho,1,13,29.7,salmonShed,wallUDA,,,
7/18/19,Coho,2,12.9,29.74,salmonShed,wallUDA,,,
7/18/19,Coho,3,12.9,29.76,salmonShed,wallUDA,,,
7/18/19,Coho,4,NA,NA,salmonShed,wallUDA,,,
7/18/19,Coho,5,NA,NA,salmonShed,wallUDA,,,
7/18/19,Coho,6,NA,NA,salmonShed,wallUDA,,,
7/18/19,Chinook,6,13.2,29.71,chumHouse,wallUDA,,,
7/18/19,Chinook,7,13,29.75,chumHouse,wallUDA,,,
7/18/19,Chinook,8,13.1,29.76,chumHouse,wallUDA,,,
7/19/19,Coho,1,11.9,29.89,salmonShed,wallUDA,,,
7/19/19,Coho,2,11.9,29.9,salmonShed,wallUDA,,,
7/19/19,Coho,3,11.9,29.92,salmonShed,wallUDA,,,
7/19/19,Coho,4,11.9,29.91,salmonShed,wallUDA,,,
7/19/19,Coho,5,11.9,29.91,salmonShed,wallUDA,,,
7/19/19,Coho,6,11.9,29.91,salmonShed,wallUDA,,,
7/19/19,Chum,N/A,11.9,29.84,salmonShed,wallUDA,,,
7/19/19,Pink,N/A,12.1,29.63,salmonShed,wallUDA,,,
7/19/19,Sable,N/A,11.9,29.89,salmonShed,wallUDA,,,
7/19/19,Chinook,3,12.2,29.74,chumHouse,wallUDA,,,
7/19/19,Chinook,4,12,29.85,chumHouse,wallUDA,,,
7/19/19,Chinook,5,11.9,29.87,chumHouse,wallUDA,,,
7/19/19,Chinook,6,11.9,29.89,chumHouse,wallUDA,,,
7/19/19,Chinook,7,11.9,29.88,chumHouse,wallUDA,,,
7/19/19,Chinook,8,11.9,29.87,chumHouse,wallUDA,,,
7/22/19,Coho,1,12.4,29.96,salmonShed,wallUDA,,,
7/22/19,Coho,2,12.4,29.95,salmonShed,wallUDA,,,
7/22/19,Coho,3,12.4,29.96,salmonShed,wallUDA,,,
7/22/19,Coho,4,12.4,29.96,salmonShed,wallUDA,,,
7/22/19,Coho,5,12.4,29.97,salmonShed,wallUDA,,,
7/22/19,Coho,6,12.4,29.96,salmonShed,wallUDA,,,
7/22/19,Chum,N/A,12.5,29.93,salmonShed,wallUDA,,,
7/22/19,Pink,N/A,12.5,29.77,salmonShed,wallUDA,,,
7/22/19,Sable,N/A,12.5,29.95,salmonShed,wallUDA,,,
7/22/19,Chinook,3,12.8,29.88,chumHouse,wallUDA,,,
7/22/19,Chinook,4,12.7,29.92,chumHouse,wallUDA,,,
7/22/19,Chinook,5,12.7,29.91,chumHouse,wallUDA,,,
7/22/19,Chinook,6,12.7,29.92,chumHouse,wallUDA,,,
7/22/19,Chinook,7,12.6,29.94,chumHouse,wallUDA,,,
7/22/19,Chinook,8,12.7,29.94,chumHouse,wallUDA,,,
7/24/19,Coho,1,12.5,29.99,salmonShed,wallUDA,,,
7/24/19,Coho,2,12.5,29.98,salmonShed,wallUDA,,,
7/24/19,Coho,3,12.5,30,salmonShed,wallUDA,,,
7/24/19,Coho,4,12.4,30.02,salmonShed,wallUDA,,,
7/24/19,Coho,5,12.5,30,salmonShed,wallUDA,,,
7/24/19,Coho,6,12.5,29.99,salmonShed,wallUDA,,,
7/24/19,Chum,N/A,12.6,29.86,salmonShed,wallUDA,,,
7/24/19,Pink,N/A,12.5,29.99,salmonShed,wallUDA,,,
7/24/19,Sable,N/A,12.5,30.01,salmonShed,wallUDA,,,
7/24/19,Chinook,3,12.8,29.81,chumHouse,wallUDA,,,
7/24/19,Chinook,4,12.6,29.96,chumHouse,wallUDA,,,
7/24/19,Chinook,5,12.6,29.98,chumHouse,wallUDA,,,
7/24/19,Chinook,6,12.6,29.99,chumHouse,wallUDA,,,
7/24/19,Chinook,7,12.4,30,chumHouse,wallUDA,,,
7/24/19,Chinook,8,12.6,30,chumHouse,wallUDA,,,
8/5/19,Coho,1,12.8,29.97,salmonShed,wallUDA,,,
8/5/19,Coho,2,13,29.85,salmonShed,wallUDA,,,
8/5/19,Coho,3,12.8,30,salmonShed,wallUDA,,,
8/5/19,Coho,4,13,29.82,salmonShed,wallUDA,,,
8/5/19,Coho,5,12.9,29.99,salmonShed,wallUDA,,,
8/5/19,Coho,6,13,29.89,salmonShed,wallUDA,,,
8/5/19,Chum,N/A,12.9,29.97,salmonShed,wallUDA,,,
8/5/19,Pink,N/A,12.9,29.85,salmonShed,wallUDA,,,
8/5/19,Sable,1,13,29.92,salmonShed,wallUDA,,,
8/5/19,Sable,2,12.9,29.98,salmonShed,wallUDA,,,
8/5/19,Chinook,3,13.3,29.87,chumHouse,wallUDA,,,
8/5/19,Chinook,4,13.1,30,chumHouse,wallUDA,,,
8/5/19,Chinook,5,13.1,30,chumHouse,wallUDA,,,
8/5/19,Chinook,6,13,30,chumHouse,wallUDA,,,
8/5/19,Chinook,7,13.2,29.99,chumHouse,wallUDA,,,
8/5/19,Chinook,8,12.9,29.98,chumHouse,wallUDA,,,
8/7/19,Coho,1,12.7,30.09,salmonShed,wallUDA,,,
8/7/19,Coho,2,12.6,30.1,salmonShed,wallUDA,,,
8/7/19,Coho,3,12.7,30.09,salmonShed,wallUDA,,,
8/7/19,Coho,4,12.7,30.09,salmonShed,wallUDA,,,
8/7/19,Coho,5,12.7,30.07,salmonShed,wallUDA,,,
8/7/19,Coho,6,12.7,30.09,salmonShed,wallUDA,,,
8/7/19,Chum,N/A,12.7,30.09,salmonShed,wallUDA,,,
8/7/19,Pink,N/A,12.7,30.05,salmonShed,wallUDA,,,
8/7/19,Sable,1,12.7,30.08,salmonShed,wallUDA,,,
8/7/19,Sable,2,12.7,30.11,salmonShed,wallUDA,,,
8/7/19,Chinook,3,12.9,29.96,chumHouse,wallUDA,,,
8/7/19,Chinook,4,12.8,30.06,chumHouse,wallUDA,,,
8/7/19,Chinook,5,12.7,30.08,chumHouse,wallUDA,,,
8/7/19,Chinook,6,12.8,30.07,chumHouse,wallUDA,,,
8/7/19,Chinook,7,12.7,30.07,chumHouse,wallUDA,,,
8/7/19,Chinook,8,12.7,30.09,chumHouse,wallUDA,,,
8/9/19,Chinook,6,13.9,29.63,chumHouse,wallUDA,,,
8/9/19,Chinook,7,13.6,29.71,chumHouse,wallUDA,,,
8/9/19,Chinook,8,13.6,29.8,chumHouse,wallUDA,,,